ID,中文,英文,分类,字段类型,来源文件
3230302,等级：Lv.35\n形态：无机物型\n\n玩具塔的长得像章鱼的吹泡泡鱼们由于不可知的力量而变成了怪物。跳跃力很好，经常会追着行人不放，因此是旅行者们在经过玩具塔的时候需要注意的对象之一。据地球防御本部的金博士说，这种怪物有着和外星人类似的构造，但是支持博士的主张的人并不多。," Lv. :  35\nForm : Enchanted\n\nAn enchantment has turned the octopus-shape blocks that were forming Eos Tower into monsters. Due to their impressive ability to jump when chasing their enemies, they are amongst the monsters the adventurers passing by Eos Tower should avoid or approach with caution. According to Dr. Kim of Omega Sector, these monsters have similar structural composition as aliens, but take that claim with a grain of salt as he doesn't exactly have the best track record.  ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230303,等级：Lv.37\n形态：无机物型\n\n在玩具城玩具塔外围出没的粉红色玩具飞机。靠电池的力量飞行，因为引擎暴走，无法正常飞行，因此频频发生撞到经过玩具塔的行人的事情。," Lv. :  37\nForm : Enchanted\n\nA pink toy airplane that appears near the outer walls of Eos Tower in Ludibrium. It is battery-operated though not under control. The Propelly has caused many accidents while recklessly flying around, crashing into the passersby near Eos Tower. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230304,等级：Lv.38\n形态：无机物型\n\n在玩具城玩具塔外围出没的蓝色玩具飞机。在玩具飞机中体积最大，重量最重。由于无法承受自身的重量，因此无法按照正常的路线飞行，频发生撞到经过玩具塔的行人的事情。, Lv. :  38\nForm : Enchanted\n\nA blue toy airplane that appears near the outer walls of Eos Tower in Ludibrium. It is the biggest and the heaviest of all toy airplanes. The Planey occasionally crashes into the passersby because it struggles to support its own weight.,monsterbook,episode,String.wz\MonsterBook.img.xml
3230305,等级：Lv.39\n形态：无机物型\n\n孩子们经常拿着玩的玩具士兵。具有出色的马术，骑着玩具木马，是以极快地速度移动的怪物。撞到跑过来的玩具士兵的话，会受到相当大的伤害。在过去是为了逗孩子们玩而移动，但是时空裂缝产生之后开始暴走，经常出现因此而受伤的人。," Lv. :  39\nForm : Enchanted\n\nA toy soldier popular amongst kids. It races around on its horse, creating an impact that can inflict serious damage in a collision. It was created for the purpose of entertaining kids, but it has caused more accidents and harmed people with its reckless maneuvers ever since the Dimensional Schism.",monsterbook,episode,String.wz\MonsterBook.img.xml
3230306,等级：Lv.37\n形态：精灵型\n特点：害怕圣属性攻击。\n\n曾经是给人们报时的东西，玩具城的时间停止之后，挂钟全都赶到了遗弃的空间。长时间在冰冷的空间中沉睡的挂钟们对人类充满了敌对感，是从时空裂缝中流出的黑暗气息把它们唤醒，靠寄宿了恶灵的挂钟发条的力量移动。受此影响，只要靠近它们的话，就会感觉到寒气。," Lv. :  37\nForm : Spirit\nSpecial Trait : Vulnerable to Sanctity Attribute Attacks.\n\nIt once was a useful creature that told time, until the time stopped ticking in Ludibrium and all the wall clocks were thrown away. A force of darkness that loomed over the Dimensional Schism consumed the wall clocks, turning them into monsters controlled by the cursed windup spring. As the force still lingers, you can feel the cold air even when you're just near this monster.  ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230307,等级：Lv.31\n形态：鸟类型\n\n头上戴着眼镜和头盔的鸟类形态的怪物。在玩具塔周边飞来飞去，骚扰来往于玩具塔的冒险家。据说原来是地球防御本部的什么人饲养的，后来逃了出来，但是没人知道它们的主人是谁。," Lv. :  31\nForm : Bird\n\nA monster that appears in the form of a bird wearing a helmet and a pair of goggles. It pesters the adventurers who come to visit the Eos Tower. Some say that it is a run-away pet of someone in the Omega Sector, but no one knows to whom the Chirppy actually belongs.",monsterbook,episode,String.wz\MonsterBook.img.xml
3230308,等级：Lv.39\n形态：鸟类型\n\n头上戴着眼镜和头盔的鸟类形态的怪物。在玩具塔周边飞来飞去，骚扰来往于玩具塔的冒险家。粉红色的鸟妈妈性格很毛糙，虽然攻击力很高，但是回避不行，经常会不顾一切地扑过来。," Lv. :  39\nForm : Bird\n\nA monster that appears in the form of a bird wearing a helmet and a pair of goggles. It pesters the adventurers who come to visit the Eos Tower. The pink mother Tweeter has the tendency to foolhardily attack due to its impulsive personality, but it is not skilled in defense. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230400,等级：Lv.31\n形态：无机物型\n\n在玩具塔外部出现的人偶形态的怪物。一直不停地敲着手里的鼓，怀有疑问的人们抓来确认之后发现，人偶的电池已经全部坏掉了。, Lv. :  31\nForm : Enchanted\n\nA monster spotted in the areas surrounding the Eos Tower. Relentlessly beats on the marching drum hanging around its shoulder even without a battery. This monster's battery has apparently been used up a long time ago.   ,monsterbook,episode,String.wz\MonsterBook.img.xml
3230405,等级：Lv.38\n形态：动物型\n特点：火属性攻击减半。\n\n性别不明的小海狗形态的怪物。长着大大的眼睛和小小的鳍，很受去水下世界旅行的冒险家们的喜爱。但是可爱的小海豹长大之后，竟然会变成小海狮和小海象。," Lv. :  38\nForm : Mammal\nSpecial Trait : -50% Fire Attribute Damage.\n\nBaby seal monsters whose genders are yet to be ascertained. They are popular amongst adventurers in Aqua Road, as their sparkling eyes and tiny little flippers are as endearing as can be. They may be cute baby seals now, but they develop into Freezers and Sparkers when they mature. ",monsterbook,episode,String.wz\MonsterBook.img.xml
4110300,等级：Lv.42\n形态：无机物型\n\n玛加提亚的炼金术士们制造的机械装置。主要材料是钢铁。是构成卡帕莱特的炼金术士们制造的所有机械装置的基本构造的简单机械，新手炼金术士第一个制造的机械装置必定是螺母。," Lv. :  42\nForm : Enchanted\n\nA mechanical apparatus built by the alchemists in Magatia. It is mainly composed of steel, and serves as the foundational structure of all mechanical apparatuses that the alchemists in Alcadno build. Building an Iron Mutae is the first step for all novice alchemists.",monsterbook,episode,String.wz\MonsterBook.img.xml
4110301,等级：Lv.45\n形态：无机物型\n\n玛加提亚的炼金术士们制造的机械装置。是螺母经过强化改良制造而成，但是还是在卡帕莱特炼金术的基础阶段就能制造的简单的机械装置。," Lv. :  45\nForm : Enchanted\n\nA mechanical apparatus built by the alchemists in Magatia. While it is a modified Iron Mutae, it is still a simple machine to build for the novice alchemists in Alcadno.",monsterbook,episode,String.wz\MonsterBook.img.xml
4110302,等级：Lv.47\n形态：无机物型\n\n用蓝变异螺母为主要材料制造来螺母的话，就能比使用钢铁为材料进行更为多样的尝试。证明这一点的人就是卡帕莱特协会的会长麦麦德。通过他的研究，使很多炼金术士可以简单方便地熟悉各种金属加工方法。," Lv. :  47\nForm : Enchanted\n\nA mechanical machinery that offers more functions as its mainly composed of mithril as opposed to steel. The person who has made this discovery is the president of Alcadno, Maed. Thanks to his experiments and research, many alchemists are now able to easily master the metal work process.",monsterbook,episode,String.wz\MonsterBook.img.xml
4130100,等级：Lv.45\n形态：爬虫类型\n\n流放到迷宫中的龙之一族。是龙族中最弱，几乎没有智能的笨家伙，更像是怪物。不过虽然这么说，它也只是在龙族中比较弱而已，和其他怪物相比，速度更快，也强得多。主要栖息在高原地带。," Lv. :  45\nForm : Reptile\n\nA dragon monster that was banished from the dungeons. It is one of the weakest and the least intelligent of all dragons, making it closer to a monster than a dragon. But even then, it is a pretty powerful monster, no matter how weak of a dragon it may be. Is most often spotted around the mountainous highlands.",monsterbook,episode,String.wz\MonsterBook.img.xml
4130101,等级：Lv.46\n形态：爬虫类型\n\n主要生活在海边沙地上的海龟模样的怪物。虽然样子很迟钝，但是移动速度却出乎意料的快，还会从口中喷射含有毒素的液体攻击人的技术。物理防御力和魔法防御力相当高，也没有特别的弱点，因此是很难打倒的怪物之一。," Lv. :  46\nForm : Reptile\n\nA monster that appears in the form of a turtle near the sand by the sea. Contrary to the preconditioned notions about turtles, Torties are rather speedy and can orally eject poisonous liquid. They have high attack and defense rates with no particular vulnerabilities, so these monsters are challenging to hunt. ",monsterbook,episode,String.wz\MonsterBook.img.xml
4130102,等级：Lv.47\n形态：植物型\n特点：害怕圣属性攻击。\n\n甚至会捕食动物的巨大的食虫植物食人花的进化型怪物。和食人花一样在固定的某地方开着花，无法移动到其他地方。因此用远距离攻击的话，很容易把它打倒。但是，只要有人进入自己的射程，它们就会无条件地率先进行攻击，因此必须注意不要靠得太近。特点是不像其他植物一样害怕火属性攻击，但弱点是圣属性。," Lv. :  47\nForm : Plant\nSpecial Trait : Vulnerable to Sanctity Attribute Attacks.\n\nA carnivorous plant which evolved from Nependeath. It remains in one place, so travelers who can use long-distance attacks should capitalize on its stationary state. However, note that it will attack anyone within its attack range without exception. Although a plant, it is not vulnerable to attacks of fire attribute but surprisingly to attacks of sanctity attribute. ",monsterbook,episode,String.wz\MonsterBook.img.xml
4130103,等级：Lv.47\n形态：无机物型\n特点：所有属性攻击减半。\n\n地球防御本部的金博士怀疑吹泡泡双鱼和外星人有关系的原因，是因为看到一点点大的吹泡泡双鱼操纵着巨大的黑积木怪，每个人都不免会产生这种联想。浑身包裹着坚硬的装甲，具有很高的防御力。," Lv. :  47\nForm : Enchanted\nSpecial Trait : -50% Damage of All Attributes.\n\nThe reason why Dr. Kim of Omega Sector has come to question the relationship between aliens and Bloctopuses. A block golem being controlled by a tiny Bloctopus resembles somewhat of an alien quality. The Rombot is covered in armoring, hence it has high defense rate.",monsterbook,episode,String.wz\MonsterBook.img.xml
